track_name,album_name,energy,valence,reading_grade,syllable_density,lexical_diversity,bridge_shift,thematic_dna,energy_is_predicted,valence_is_predicted,cluster_id,umap_x,umap_y,top_driver,archetype_name,archetype_desc,symbol
Maroon,Midnights,0.378,0.0382,1.5912467532467538,1.2457142857142858,0.36857142857142855,0.7793,"scarlet, telephones, burgundy, collarbone, rushed",False,False,4,1.8494823,4.09707,valence,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Anti-Hero,Midnights,0.634,0.519,3.1324418168168187,1.3573573573573574,0.45345345345345345,-1.6416,"problem, agrees, everybody, teatime, rooting",False,False,2,4.7218814,6.332838,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up
Snow On The Beach,Midnights,0.323,0.154,0.561846261846263,1.1882640586797066,0.3471882640586797,0.2218,"comin, flying, wanting, pocketful, weird",False,False,4,0.6982918,4.082524,energy,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
"You're On Your Own, Kid",Midnights,0.38,0.376,1.788732563732566,1.239057239057239,0.5488215488215489,-0.11859999999999993,"fireplace, splashes, sprinkler, ashes, search",False,False,1,4.0362024,3.8980603,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),triangle-up
Midnight Rain,Midnights,0.377,0.23,2.4043060235023432,1.3074204946996466,0.3568904593639576,-0.9938,"wanted, fame, comfortable, bride, chasing",False,False,2,3.770436,5.7162957,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up
Question...?,Midnights,0.502,0.112,1.687815442561206,1.2222222222222223,0.3541666666666667,1.5742,"crowded, clappin, makin, seconds, ask",False,False,4,2.0705624,3.7805996,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Vigilante Shit,Midnights,0.279,0.16,0.9183509449298946,1.1737451737451738,0.47104247104247104,1.8441999999999998,"dressin, lately, weekends, start, gets",False,False,4,1.3586267,3.680614,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Bejeweled,Midnights,0.55,0.412,1.1056398606693953,1.187793427230047,0.3403755868544601,-1.2444,"polish, shimmer, real, contempt, penthouse",False,False,3,0.08148671,7.0568023,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",triangle-up
Labyrinth,Midnights,0.313,0.141,0.6429718875502033,1.1646586345381527,0.3132530120481928,-0.1027,"fallin, plane, goin, break, turn",False,False,4,0.50029373,4.1008825,energy,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Karma,Midnights,0.622,0.106,2.0383006593795656,1.279373368146214,0.34986945169712796,0.8432999999999999,"boyfriend, relaxing, weekend, envious, flexing",False,False,4,2.4539795,4.5650325,valence,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Sweet Nothing,Midnights,0.161,0.396,2.699414009000197,1.3159851301115242,0.4200743494423792,0.6974,"hummin, shovin, nothings, push, kitchen",False,False,4,3.614271,4.305426,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Mastermind,Midnights,0.352,0.13,1.5973337825696348,1.2470238095238095,0.4017857142857143,0.7579,"accidental, groundwork, told, laid, saw",False,False,4,1.7275826,4.042227,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
The Great War,Midnights,0.741,0.554,2.539119347160831,1.3121387283236994,0.4913294797687861,0.18500000000000005,"huh, survived, bloodshed, clover, vowed",False,False,2,4.7765574,5.806369,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up
Bigger Than The Whole Sky,Midnights,0.235,0.068,1.7803212851405625,1.2610441767068272,0.3493975903614458,0.8665,"goodbye, lot, pine, got, meet",False,False,4,1.796423,4.127229,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Paris,Midnights,0.509,0.345,1.8846774193548406,1.2838709677419355,0.44193548387096776,0.0022999999999999687,"ceiling, drew, map, bedroom, news",False,False,1,3.7756321,4.589637,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),triangle-up
High Infidelity,Midnights,0.529,0.755,3.4419416666666685,1.3546666666666667,0.30133333333333334,0.5574,"keeping, count, picket, april, fence",False,False,2,3.7374423,7.6717076,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up
Glitch,Midnights,0.466,0.347,3.192375314488679,1.3261802575107295,0.463519313304721,-0.8774,"counterfeit, stitch, fastening, moonlit, seconds",False,False,2,4.489441,5.2756696,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up
"Would've, Could've, Should've",Midnights,0.84,0.55,0.9816328767123288,1.178,0.296,-0.36340000000000006,"regret, close, grown, won, tomb",False,False,3,0.11091133,8.25759,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",triangle-up
Dear Reader,Midnights,0.388,0.159,2.444511278195492,1.2969924812030076,0.46616541353383456,0.014900000000000024,"guiding, advice, falling, light, apart",False,False,4,3.9947755,4.828794,valence,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up
Mine (Taylor’s Version),Speak Now (TV),0.600141704082489,0.3416600227355957,2.2342097880299256,1.2344139650872819,0.4139650872817955,0.27649999999999997,,True,True,4,3.1049855,5.427835,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),pentagon
Sparks Fly (Taylor’s Version),Speak Now (TV),0.6552106142044067,0.38021090626716614,2.192415171165738,1.2034383954154728,0.3753581661891118,-0.30500000000000005,,True,True,3,2.3274934,6.878143,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Back To December (Taylor’s Version),Speak Now (TV),0.6518203020095825,0.4259425103664398,1.8271056603773594,1.195754716981132,0.35141509433962265,-0.020199999999999996,,True,True,3,2.1132011,7.240428,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Speak Now (Taylor’s Version),Speak Now (TV),0.5682732462882996,0.5228694081306458,0.7474301760777173,1.150462962962963,0.35648148148148145,-0.593,,True,True,3,-0.6509636,7.3151193,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Dear John (Taylor’s Version),Speak Now (TV),0.5313014984130859,0.3541414737701416,0.6148871037776829,1.1196808510638299,0.4521276595744681,-0.45909999999999995,,True,True,1,-0.14255314,5.694044,reading_grade,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon
Mean (Taylor’s Version),Speak Now (TV),0.6413098573684692,0.4906460642814636,1.6749046015712672,1.219753086419753,0.3308641975308642,0.07010000000000005,,True,True,3,2.1513662,7.579401,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
The Story Of Us (Taylor’s Version),Speak Now (TV),0.670039713382721,0.5633403658866882,1.2394855875831503,1.1552106430155211,0.36363636363636365,0.11419999999999997,,True,True,3,0.5159645,9.074751,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Never Grow Up (Taylor’s Version),Speak Now (TV),0.5852295160293579,0.4463292360305786,1.9662702702702717,1.2432432432432432,0.35135135135135137,0.18069999999999997,,True,True,3,2.7508955,6.953399,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Enchanted (Taylor’s Version),Speak Now (TV),0.5450685620307922,0.3465522825717926,2.2211317418213987,1.2871794871794873,0.37435897435897436,-0.23749999999999993,,True,True,2,3.646113,6.196052,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",pentagon
Better Than Revenge (Taylor’s Version),Speak Now (TV),0.6806095242500305,0.3903566598892212,2.3342105263157897,1.2105263157894737,0.35150375939849626,-0.2452,,True,True,3,2.5381596,6.895456,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Innocent (Taylor’s Version),Speak Now (TV),0.555901288986206,0.3401798903942108,1.7811195382240435,1.249211356466877,0.4069400630914827,0.5664,,True,True,4,2.757929,5.246645,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),pentagon
Haunted (Taylor’s Version),Speak Now (TV),0.6361811757087708,0.47048693895339966,0.9194074766355165,1.1869158878504673,0.3333333333333333,0.7263000000000001,,True,True,3,1.3223969,8.576133,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Last Kiss (Taylor’s Version),Speak Now (TV),0.6112896203994751,0.5311007499694824,1.1852709359605917,1.1477832512315271,0.3694581280788177,-0.09149999999999991,,True,True,3,0.55788773,9.190076,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Long Live (Taylor’s Version),Speak Now (TV),0.6162254810333252,0.3032895624637604,1.0978644576110028,1.1791383219954648,0.3832199546485261,1.6637,,True,True,4,2.0769324,3.3061922,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),pentagon
Ours (Taylor’s Version),Speak Now (TV),0.603702962398529,0.3075021803379059,1.444646464646464,1.1919191919191918,0.4478114478114478,0.05249999999999999,,True,True,1,1.5085568,6.1501074,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon
Superman (Taylor’s Version),Speak Now (TV),0.5351870059967041,0.4907694458961487,1.5750499156016389,1.2281167108753315,0.3448275862068966,-0.8629,,True,True,3,0.53959715,7.051709,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Electric Touch (Taylor’s Version) [From the Vault],Speak Now (TV),0.6517714858055115,0.45935603976249695,1.8767589020771531,1.173913043478261,0.37681159420289856,0.6007,,True,True,3,1.5391337,8.545054,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
When Emma Falls in Love (Taylor’s Version) [From the Vault],Speak Now (TV),0.6320674419403076,0.46691304445266724,1.4790026178010507,1.130890052356021,0.38219895287958117,-0.07410000000000005,,True,True,3,0.7089437,9.299967,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
I Can See You (Taylor’s Version) [From The Vault],Speak Now (TV),0.6460415124893188,0.5311274528503418,1.1425335988053753,1.1414634146341462,0.2975609756097561,-0.8330000000000001,,True,True,3,-0.9450914,7.2879896,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon
Castles Crumbling (Taylor’s Version) [From The Vault],Speak Now (TV),0.5386614799499512,0.3004891872406006,1.3471324151727337,1.1761006289308176,0.4056603773584906,-1.6973,,True,True,1,0.48675942,6.5216846,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon
Foolish One (Taylor’s Version) [From The Vault],Speak Now (TV),0.5254137516021729,0.3980293571949005,2.4434789014856975,1.2407809110629067,0.37310195227765725,-0.17970000000000008,,True,True,2,3.4694948,6.504552,valence,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",pentagon
Timeless (Taylor’s Version) [From The Vault],Speak Now (TV),0.47249284386634827,0.31431809067726135,1.7609437890353945,1.2080152671755726,0.4122137404580153,-0.5749,,True,True,1,1.240007,5.7515497,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon
Welcome To New York (Taylor’s Version),1989 (TV),0.5687433481216431,0.3678125739097595,2.468271535316511,1.2514450867052023,0.28034682080924855,0.4938,,True,True,4,2.967724,6.60775,lexical_diversity,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square
Blank Space (Taylor’s Version),1989 (TV),0.4752426743507385,0.32874003052711487,0.6555118184386473,1.167953667953668,0.3803088803088803,-0.5277000000000001,,True,True,1,-0.39945537,5.559844,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),square
Style (Taylor’s Version),1989 (TV),0.6774960160255432,0.5110428333282471,1.1142857142857174,1.1071428571428572,0.35459183673469385,-0.34090000000000004,,True,True,3,0.6162174,9.190689,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square
Out Of The Woods (Taylor’s Version),1989 (TV),0.730658769607544,0.38469958305358887,0.05936876922363865,1.0923994038748137,0.18181818181818182,0.6156,,True,True,0,-1.9863627,6.61484,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
All You Had To Do Was Stay (Taylor’s Version),1989 (TV),0.6328478455543518,0.48029980063438416,-0.08971877584780685,1.064102564102564,0.20726495726495728,-1.7311,,True,True,0,-1.2887167,6.8947964,syllable_density,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
Shake It Off (Taylor’s Version),1989 (TV),0.6504842042922974,0.4063597619533539,0.7090588683075367,1.1154529307282415,0.2291296625222025,0.24050000000000005,,True,True,0,-1.6032581,6.57079,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
I Wish You Would (Taylor’s Version),1989 (TV),0.7216660976409912,0.5822705626487732,0.491532875214741,1.0697329376854599,0.16913946587537093,0.4284,,True,True,0,-1.8602679,6.864539,syllable_density,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
Bad Blood (Taylor’s Version),1989 (TV),0.5895436406135559,0.34521859884262085,-0.1138800545206724,1.0806451612903225,0.2620967741935484,1.1534,,True,True,0,-2.0937557,6.2116485,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
Wildest Dreams (Taylor’s Version),1989 (TV),0.6344670653343201,0.5019945502281189,1.061394902234639,1.2262569832402235,0.3659217877094972,-0.7592,,True,True,3,0.22825691,7.151356,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square
How You Get The Girl (Taylor’s Version),1989 (TV),0.5523213744163513,0.27065956592559814,0.6406185567010318,1.1288659793814433,0.2654639175257732,-0.516,,True,True,0,-1.1598848,5.878457,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
This Love (Taylor’s Version),1989 (TV),0.6327201724052429,0.45689165592193604,0.7108510638297858,1.1170212765957446,0.2712765957446808,0.2005,,True,True,0,-1.5623833,6.5660043,syllable_density,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
I Know Places (Taylor’s Version),1989 (TV),0.611399233341217,0.33856332302093506,1.795198412698415,1.1841269841269841,0.37777777777777777,1.6093000000000002,,True,True,4,2.2779992,3.4318368,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square
Clean (Taylor’s Version),1989 (TV),0.4972750246524811,0.27580440044403076,2.359956566172716,1.2524271844660195,0.37216828478964403,1.5729,,True,True,4,2.4045005,4.0461164,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square
Wonderland (Taylor’s Version),1989 (TV),0.6963635683059692,0.49471527338027954,2.7541560102301794,1.2736572890025575,0.37595907928388744,0.10379999999999998,,True,True,2,3.7453887,7.2658257,reading_grade,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",square
You Are In Love (Taylor’s Version),1989 (TV),0.6365207433700562,0.4450082778930664,1.3072167487684716,1.089655172413793,0.3103448275862069,-1.7221000000000002,,True,True,3,-1.191258,7.0662184,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square
New Romantics (Taylor’s Version),1989 (TV),0.6983014345169067,0.5225101709365845,2.654277799453766,1.2660944206008584,0.315450643776824,1.8474,,True,True,2,3.0745697,8.311355,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",square
“Slut!” (Taylor’s Version) [From the Vault],1989 (TV),0.3280925452709198,0.23051346838474274,0.8212143040905602,1.1479289940828403,0.4467455621301775,1.508,,True,True,4,1.2733426,3.703555,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square
Say Don’t Go (Taylor’s Version) [From the Vault],1989 (TV),0.5785815119743347,0.4025106132030487,0.12818275226757514,1.1043083900226758,0.29931972789115646,1.5929,,True,True,0,-2.085981,6.05159,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square
Now That We Don’t Talk (Taylor’s Version) [From the Vault],1989 (TV),0.4985433518886566,0.3951047956943512,1.0224468085106402,1.148936170212766,0.48936170212765956,0.42460000000000003,,True,True,1,0.42559367,5.716831,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),square
Suburban Legends (Taylor’s Version) [From the Vault],1989 (TV),0.7305861711502075,0.28728607296943665,2.5203727256668422,1.261437908496732,0.434640522875817,-0.7178,,True,True,2,4.4123306,5.8914843,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",square
Is It Over Now? (Taylor’s Version) [From the Vault],1989 (TV),0.6371641159057617,0.375386506319046,1.8841383347593101,1.191142191142191,0.36363636363636365,-0.20429999999999993,,True,True,3,2.0728235,6.8478765,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square
Fortnight,TTPD: The Anthology,0.6724319458007812,0.528087854385376,2.667052624558128,1.322884012539185,0.3510971786833856,0.047900000000000054,,True,True,2,3.9130542,7.220362,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon
The Tortured Poets Department,TTPD: The Anthology,0.6607244610786438,0.4910603165626526,2.5428186274509805,1.3259803921568627,0.375,-1.1817,,True,True,2,4.5482874,6.5161624,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon
My Boy Only Breaks His Favorite Toys,TTPD: The Anthology,0.4212334156036377,0.41339436173439026,1.3767605633802837,1.1971830985915493,0.5,-1.2121,,True,True,1,4.590916,3.6017118,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon
Down Bad,TTPD: The Anthology,0.5884434580802917,0.326432466506958,0.6569047619047623,1.1292372881355932,0.3072033898305085,0.9809999999999999,,True,True,0,-1.8702016,5.783242,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",octagon
"So Long, London",TTPD: The Anthology,0.3752323389053345,0.3709471821784973,1.335756149732621,1.1871657754010696,0.5561497326203209,1.2683,,True,True,1,3.1544595,3.523659,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon
But Daddy I Love Him,TTPD: The Anthology,0.3680209517478943,0.3221140503883362,1.5065856129685962,1.2269503546099292,0.44148936170212766,1.1306,,True,True,4,2.8711495,3.8042529,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),octagon
Fresh Out The Slammer,TTPD: The Anthology,0.6888028383255005,0.3847656846046448,2.496781943546651,1.2673992673992673,0.5384615384615384,-0.328,,True,True,2,4.898922,5.694909,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon
Florida!!!,TTPD: The Anthology,0.5106512308120728,0.35423511266708374,2.4170335429769416,1.2605633802816902,0.3779342723004695,-0.3275,,True,True,2,3.666705,6.200798,valence,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon
Guilty as Sin?,TTPD: The Anthology,0.42143362760543823,0.40017908811569214,2.05162139643393,1.2662889518413598,0.48158640226628896,0.3325,,True,True,1,3.7967405,4.3256965,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon
Who’s Afraid of Little Old Me?,TTPD: The Anthology,0.6337333917617798,0.48196670413017273,1.024150413481042,1.1561085972850678,0.38009049773755654,-0.08360000000000001,,True,True,3,0.6792215,9.402518,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",octagon
I Can Fix Him (No Really I Can),TTPD: The Anthology,0.5112344026565552,0.4362122416496277,1.074536719286204,1.1617021276595745,0.5148936170212766,-0.1994999999999999,,True,True,1,0.39315495,5.7006516,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon
loml,TTPD: The Anthology,0.39362141489982605,0.40995553135871887,2.2166682056017244,1.2880886426592797,0.5623268698060941,-1.3308,,True,True,1,4.705145,4.3352656,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon
I Can Do It With a Broken Heart,TTPD: The Anthology,0.6543481349945068,0.43693971633911133,1.3437179487179485,1.1633165829145728,0.3693467336683417,0.128,,True,True,3,0.91475904,9.367908,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",octagon
The Smallest Man Who Ever Lived,TTPD: The Anthology,0.4212334156036377,0.4275302290916443,1.7538056959118045,1.22508038585209,0.5273311897106109,-1.6195,,True,True,1,4.7009625,3.7171366,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon
The Alchemy,TTPD: The Anthology,0.5909285545349121,0.397996723651886,1.4338888888888874,1.2138888888888888,0.36666666666666664,-0.07289999999999996,,True,True,3,1.7333245,7.052395,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",octagon
Clara Bow,TTPD: The Anthology,0.47302231192588806,0.413654088973999,1.3721986417657028,1.216867469879518,0.5622489959839357,-0.9243,,True,True,1,4.5090547,3.5267458,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon
Fortnight,TTPD: The Anthology: The Anthology,0.6724319458007812,0.528087854385376,2.667052624558128,1.322884012539185,0.3510971786833856,0.047900000000000054,,True,True,2,3.9901056,7.266011,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram
The Tortured Poets Department,TTPD: The Anthology: The Anthology,0.6607244610786438,0.4910603165626526,2.5428186274509805,1.3259803921568627,0.375,-1.1817,,True,True,2,4.559211,6.62119,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram
My Boy Only Breaks His Favorite Toys,TTPD: The Anthology: The Anthology,0.4212334156036377,0.41339436173439026,1.3767605633802837,1.1971830985915493,0.5,-1.2121,,True,True,1,4.5943093,3.566848,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
Down Bad,TTPD: The Anthology: The Anthology,0.5884434580802917,0.326432466506958,0.6569047619047623,1.1292372881355932,0.3072033898305085,0.9809999999999999,,True,True,0,-1.913751,5.7657022,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",hexagram
"So Long, London",TTPD: The Anthology: The Anthology,0.3752323389053345,0.3709471821784973,1.335756149732621,1.1871657754010696,0.5561497326203209,1.2683,,True,True,1,3.1854217,3.41993,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
But Daddy I Love Him,TTPD: The Anthology: The Anthology,0.3680209517478943,0.3221140503883362,1.5065856129685962,1.2269503546099292,0.44148936170212766,1.1306,,True,True,4,2.9368305,3.8188314,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),hexagram
Fresh Out The Slammer,TTPD: The Anthology: The Anthology,0.6888028383255005,0.3847656846046448,2.496781943546651,1.2673992673992673,0.5384615384615384,-0.328,,True,True,2,4.8672333,5.6152,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram
Florida!!!,TTPD: The Anthology: The Anthology,0.5106512308120728,0.35423511266708374,2.4170335429769416,1.2605633802816902,0.3779342723004695,-0.3275,,True,True,2,3.6152754,6.246676,valence,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram
Guilty as Sin?,TTPD: The Anthology: The Anthology,0.42143362760543823,0.40017908811569214,2.05162139643393,1.2662889518413598,0.48158640226628896,0.3325,,True,True,1,3.7769804,4.25178,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
Who’s Afraid of Little Old Me?,TTPD: The Anthology: The Anthology,0.6337333917617798,0.48196670413017273,1.024150413481042,1.1561085972850678,0.38009049773755654,-0.08360000000000001,,True,True,3,0.7707861,9.519499,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hexagram
I Can Fix Him (No Really I Can),TTPD: The Anthology: The Anthology,0.5112344026565552,0.4362122416496277,1.074536719286204,1.1617021276595745,0.5148936170212766,-0.1994999999999999,,True,True,1,0.43879703,5.715709,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
loml,TTPD: The Anthology: The Anthology,0.39362141489982605,0.40995553135871887,2.2166682056017244,1.2880886426592797,0.5623268698060941,-1.3308,,True,True,1,4.7068605,4.300551,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
I Can Do It With a Broken Heart,TTPD: The Anthology: The Anthology,0.6543481349945068,0.43693971633911133,1.3437179487179485,1.1633165829145728,0.3693467336683417,0.128,,True,True,3,0.9103503,9.462624,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hexagram
The Smallest Man Who Ever Lived,TTPD: The Anthology: The Anthology,0.4212334156036377,0.4275302290916443,1.7538056959118045,1.22508038585209,0.5273311897106109,-1.6195,,True,True,1,4.697671,3.719617,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
The Alchemy,TTPD: The Anthology: The Anthology,0.5909285545349121,0.397996723651886,1.4338888888888874,1.2138888888888888,0.36666666666666664,-0.07289999999999996,,True,True,3,1.7910173,6.967814,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hexagram
Clara Bow,TTPD: The Anthology: The Anthology,0.47302231192588806,0.413654088973999,1.3721986417657028,1.216867469879518,0.5622489959839357,-0.9243,,True,True,1,4.500564,3.699503,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
The Black Dog,TTPD: The Anthology: The Anthology,0.5098091959953308,0.4120897948741913,1.7034782608695664,1.25,0.5,-0.5472,,True,True,1,4.358788,3.8582132,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
imgonnagetyouback,TTPD: The Anthology: The Anthology,0.5724712014198303,0.3595808446407318,2.004181428072453,1.215158924205379,0.3960880195599022,-1.503,,True,True,1,0.7558047,6.747239,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
The Albatross,TTPD: The Anthology: The Anthology,0.446085125207901,0.3780709505081177,1.3648376259798418,1.263157894736842,0.5465587044534413,0.05609999999999998,,True,True,1,3.974439,3.8337586,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
Chloe or Sam or Sophia or Marcus,TTPD: The Anthology: The Anthology,0.60750412940979,0.30136337876319885,2.176183093392396,1.2634920634920634,0.4603174603174603,0.9301999999999999,,True,True,4,3.2686665,5.042863,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),hexagram
How Did It End?,TTPD: The Anthology: The Anthology,0.49260351061820984,0.3821483552455902,2.4384152562021804,1.330396475770925,0.5947136563876652,-0.5423,,True,True,2,4.750981,4.7280383,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram
So High School,TTPD: The Anthology: The Anthology,0.5030465126037598,0.50421142578125,1.5616823308270682,1.218045112781955,0.39348370927318294,-0.6369,,True,True,1,0.93424237,6.9485693,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
I Hate It Here,TTPD: The Anthology: The Anthology,0.5992448329925537,0.3213752508163452,2.48608580858086,1.2351485148514851,0.4183168316831683,0.8952,,True,True,4,3.1781445,5.0263686,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),hexagram
thanK you aIMee,TTPD: The Anthology: The Anthology,0.6601994037628174,0.34393173456192017,1.858725055432373,1.170731707317073,0.4097560975609756,1.0977999999999999,,True,True,4,2.366947,3.4979734,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),hexagram
I Look in People’s Windows,TTPD: The Anthology: The Anthology,0.3719501793384552,0.3119341731071472,1.3057150837988836,1.23463687150838,0.547486033519553,0.8225,,True,True,1,3.2847424,3.5212028,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
